,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults_(Class)
1021,1605,1613,2158132.0,2158152.0,88.0,21.0,20.0,7182.0,67,94,1656,1,0,80,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,0,0,0,0,0,1,1
1022,1588,1602,2338856.0,2338875.0,169.0,20.0,19.0,14689.0,64,103,1654,1,0,80,0.0629,0.3647,0.7368,0.0085,0.7,1.0,1.0,2.2279,1.1461,1.2787,0.2632,-0.321,0.4399,0,0,0,0,0,1,1
1023,957,966,2591828.0,2591841.0,80.0,12.0,13.0,8091.0,91,112,1648,1,0,80,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,0,0,0,0,0,1,1
1024,248,255,3568704.0,3568718.0,63.0,12.0,14.0,7202.0,104,127,1648,1,0,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,0,0,0,0,0,1,1
1025,847,858,3658081.0,3658092.0,84.0,15.0,11.0,8532.0,83,118,1646,1,0,80,0.9575,0.3058,1.0,0.0067,0.7333,1.0,0.5,1.9243,1.0414,1.0414,0.0,-0.2065,0.23,0,0,0,0,0,1,1
1026,953,962,3681237.0,3681252.0,79.0,12.0,15.0,8132.0,86,124,1646,1,0,80,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,0,0,0,0,0,1,1
1027,532,542,3706296.0,3706306.0,66.0,14.0,10.0,7519.0,97,132,1646,1,0,80,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,0,0,0,0,0,1,1
1029,63,73,3947227.0,3947239.0,85.0,11.0,12.0,9693.0,95,133,1648,1,0,80,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,0,0,0,0,0,1,1
1030,389,404,4072432.0,4072440.0,82.0,16.0,9.0,9431.0,100,127,1648,1,0,80,0.4721,0.3167,0.5333,0.0091,0.9375,0.8889,0.0,1.9138,1.1761,0.9031,-0.4667,-0.1015,0.2288,0,0,0,0,0,1,1
1031,576,583,4235272.0,4235283.0,60.0,11.0,11.0,6887.0,102,127,1648,1,0,80,0.699,0.2208,0.6364,0.0043,0.6364,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1033,0.1822,0,0,0,0,0,1,1
1034,61,67,799291.0,799301.0,34.0,8.0,10.0,2588.0,61,95,1690,1,0,211,0.0722,0.4333,0.6,0.0036,0.75,1.0,1.0,1.5315,0.7782,1.0,0.4,-0.4053,0.1659,0,0,0,0,0,1,1
1035,1538,1562,830518.0,830524.0,51.0,25.0,11.0,4561.0,77,103,1686,1,0,211,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,0,0,0,0,0,1,1
1036,477,488,1134907.0,1134921.0,116.0,18.0,14.0,11801.0,64,134,1692,1,0,143,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,0,0,0,0,0,1,1
1037,965,975,1219062.0,1219077.0,79.0,17.0,15.0,10188.0,115,149,1682,1,0,143,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,0,0,0,0,0,1,1
1038,1474,1489,1248833.0,1248844.0,114.0,18.0,12.0,13680.0,101,141,1694,1,0,60,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.286,0,0,0,0,0,1,1
1039,933,941,271824.0,271831.0,38.0,9.0,7.0,3963.0,85,119,1696,1,0,100,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,1.5798,0.9031,0.8451,-0.125,-0.1852,0.1622,0,0,0,0,0,1,1
1040,1135,1141,287964.0,287972.0,32.0,9.0,8.0,3772.0,105,133,1698,1,0,100,0.6561,0.3333,0.75,0.0035,0.6667,1.0,1.0,1.5051,0.7782,0.9031,0.25,-0.0791,0.1551,0,0,0,0,0,1,1
1041,1179,1185,496422.0,496428.0,25.0,6.0,6.0,2918.0,105,133,1694,1,0,100,0.6009,0.3056,1.0,0.0035,1.0,1.0,0.5,1.3979,0.7782,0.7782,0.0,-0.0881,0.1449,0,0,0,0,0,1,1
1042,976,985,733668.0,733675.0,45.0,10.0,7.0,4664.0,86,126,1694,1,0,100,0.8371,0.2857,0.7778,0.0053,0.9,1.0,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,0,0,0,0,0,1,1
1043,611,625,468991.0,469023.0,223.0,31.0,32.0,25800.0,106,130,1626,1,0,70,0.7515,0.5022,0.4375,0.0086,0.4516,1.0,1.0,2.3483,1.1461,1.5051,0.5625,-0.0961,0.7254,0,0,0,0,0,1,1
1044,1441,1450,492452.0,492461.0,62.0,12.0,9.0,6582.0,91,124,1626,1,0,70,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,0,0,0,0,0,1,1
1045,359,370,652992.0,653004.0,84.0,13.0,12.0,9522.0,87,134,1628,1,0,70,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1144,0.2432,0,0,0,0,0,1,1
1046,1224,1237,812031.0,812044.0,137.0,16.0,13.0,14536.0,81,128,1626,1,0,70,0.4785,0.1893,1.0,0.008,0.8125,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,0,0,0,0,0,1,1
1047,729,742,832264.0,832282.0,148.0,21.0,19.0,15761.0,96,117,1626,1,0,70,0.8967,0.3675,0.7222,0.008,0.6191,0.9474,1.0,2.1703,1.1139,1.2553,0.2778,-0.168,0.3882,0,0,0,0,0,1,1
1048,869,877,899390.0,899399.0,52.0,9.0,9.0,5483.0,91,119,1626,1,0,70,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,0,0,0,0,0,1,1
1049,1009,1020,1067161.0,1067171.0,68.0,14.0,10.0,7634.0,96,132,1624,1,0,70,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,1.8325,1.0414,1.0,-0.0909,-0.1229,0.2173,0,0,0,0,0,1,1
1050,1410,1420,1164921.0,1164931.0,60.0,12.0,10.0,6342.0,88,124,1624,1,0,70,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,0,0,0,0,0,1,1
1051,1515,1528,1206028.0,1206040.0,113.0,14.0,12.0,10683.0,75,110,1624,1,0,70,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,0,0,0,0,0,1,1
1052,386,394,1304617.0,1304626.0,51.0,10.0,9.0,5795.0,100,133,1624,1,0,70,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,0,0,0,0,0,1,1
1053,1267,1278,1340865.0,1340875.0,70.0,12.0,10.0,7890.0,91,131,1624,1,0,70,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,0,0,0,0,0,1,1
1054,1065,1075,1379196.0,1379206.0,66.0,13.0,10.0,7502.0,98,135,1624,1,0,70,0.6761,0.34,1.0,0.0062,0.7692,1.0,0.5,1.8195,1.0,1.0,0.0,-0.112,0.2061,0,0,0,0,0,1,1
1055,1297,1308,1439661.0,1439674.0,104.0,16.0,13.0,12367.0,110,132,1626,1,0,70,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,0,0,0,0,0,1,1
1056,101,114,1467096.0,1467110.0,140.0,18.0,14.0,15073.0,90,127,1624,1,0,70,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,0,0,0,0,0,1,1
1057,924,935,1519112.0,1519120.0,64.0,14.0,8.0,6913.0,94,121,1624,1,0,70,0.8485,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,0,0,0,0,0,1,1
1058,993,1004,1589161.0,1589168.0,57.0,12.0,7.0,6528.0,103,126,1626,1,0,70,0.7651,0.2597,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.1053,0.1822,0,0,0,0,0,1,1
1059,996,1009,1627293.0,1627306.0,114.0,16.0,14.0,12284.0,79,126,1626,1,0,70,0.7589,0.3254,1.0,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0.0,-0.1582,0.2914,0,0,0,0,0,1,1
1060,984,994,1802170.0,1802178.0,58.0,10.0,8.0,6651.0,99,134,1628,1,0,70,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,1.7634,1.0,0.9031,-0.2,-0.1041,0.1852,0,0,0,0,0,1,1
1062,1215,1223,1940686.0,1940699.0,66.0,10.0,13.0,7467.0,101,123,1624,1,0,70,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,0,0,0,0,0,1,1
1063,990,998,1973168.0,1973176.0,59.0,8.0,8.0,6543.0,93,122,1622,1,0,70,0.7694,0.0781,1.0,0.0049,1.0,1.0,0.5,1.7708,0.9031,0.9031,0.0,-0.1336,0.1696,0,0,0,0,0,1,1
1064,1233,1245,2093622.0,2093633.0,93.0,14.0,11.0,10797.0,91,134,1696,1,0,85,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,1.9685,1.0792,1.0414,-0.0833,-0.093,0.2432,0,0,0,0,0,1,1
1065,853,862,15184.0,15196.0,84.0,11.0,12.0,10694.0,102,150,1696,1,0,85,0.9835,0.2222,0.75,0.0053,0.8182,1.0,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,0,0,0,0,0,1,1
1066,1123,1140,34172.0,34180.0,76.0,18.0,8.0,10680.0,130,150,1698,1,0,85,0.6572,0.4412,0.4706,0.01,0.9444,1.0,0.0,1.8808,1.2305,0.9031,-0.5294,0.0979,0.2482,0,0,0,0,0,1,1
1067,965,975,71777.0,71788.0,63.0,16.0,12.0,9037.0,136,156,1696,1,0,85,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,0,0,0,0,0,1,1
1068,806,815,1204128.0,1204136.0,52.0,10.0,8.0,5328.0,83,124,1352,1,0,80,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,0,0,0,0,0,1,1
1069,726,738,1286481.0,1286491.0,84.0,12.0,10.0,8949.0,84,125,1352,1,0,80,0.9083,0.3,0.8333,0.0089,1.0,1.0,0.0,1.9243,1.0792,1.0,-0.1667,-0.1677,0.2288,0,0,0,0,0,1,1
1070,770,780,1608591.0,1608609.0,121.0,14.0,18.0,12773.0,91,124,1354,1,0,80,0.8479,0.3278,0.5556,0.0074,0.7143,1.0,1.0,2.0828,1.0,1.2553,0.4444,-0.1753,0.3068,0,0,0,0,0,1,1
1071,893,902,1664446.0,1664455.0,61.0,11.0,9.0,6682.0,92,133,1356,1,0,80,0.6696,0.2469,1.0,0.0066,0.8182,1.0,0.5,1.7853,0.9542,0.9542,0.0,-0.1442,0.1862,0,0,0,0,0,1,1
1072,559,571,1975680.0,1975691.0,75.0,15.0,11.0,8166.0,89,140,1352,1,0,80,0.8269,0.4318,0.9167,0.0089,0.8,1.0,0.0,1.8751,1.0792,1.0414,-0.0833,-0.1494,0.2432,0,0,0,0,0,1,1
1073,919,928,2702154.0,2702164.0,72.0,14.0,10.0,7551.0,82,132,1356,1,0,80,0.6313,0.2,0.9,0.0066,0.6429,1.0,1.0,1.8573,0.9542,1.0,0.1,-0.1807,0.1954,0,0,0,0,0,1,1
1077,681,692,564704.0,564721.0,147.0,17.0,17.0,14809.0,78,118,1358,0,1,50,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,2.1673,1.0414,1.2305,0.3529,-0.213,0.3168,0,0,0,0,0,1,1
1078,771,778,1264388.0,1264403.0,84.0,9.0,15.0,9968.0,107,133,1358,0,1,50,0.8542,0.2,0.4667,0.0052,0.7778,1.0,1.0,1.9243,0.8451,1.1761,0.5333,-0.0729,0.2116,0,0,0,0,0,1,1
1079,755,761,1362991.0,1362998.0,32.0,6.0,7.0,3355.0,98,111,1358,0,1,50,0.8792,0.2381,0.8571,0.0044,1.0,1.0,1.0,1.5051,0.7782,0.8451,0.1429,-0.1809,0.1499,0,0,0,0,0,1,1
1080,735,746,1759941.0,1759951.0,62.0,11.0,10.0,6884.0,93,127,1360,0,1,50,0.9029,0.4364,0.9091,0.0081,1.0,1.0,0.0,1.7924,1.0414,1.0,-0.0909,-0.1326,0.2173,0,0,0,0,0,1,1
1084,734,747,3980510.0,3980528.0,177.0,18.0,18.0,19435.0,91,126,1666,0,1,40,0.8812,0.2436,0.7222,0.0078,0.7222,1.0,1.0,2.248,1.1139,1.2553,0.2778,-0.1422,0.3882,0,0,0,0,0,1,1
1085,733,740,4022585.0,4022595.0,61.0,10.0,10.0,6588.0,91,119,1668,0,1,40,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,1.7853,0.8451,1.0,0.3,-0.1563,0.1753,0,0,0,0,0,1,1
1087,282,291,455871.0,455881.0,67.0,11.0,10.0,7391.0,96,125,1374,0,1,40,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.1382,0.1954,0,0,0,0,0,1,1
1089,522,528,281944.0,281958.0,57.0,8.0,14.0,6661.0,110,125,1362,0,1,40,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,1.7559,0.7782,1.1461,0.5714,-0.087,0.1892,0,0,0,0,0,1,1
1090,1038,1047,603596.0,603608.0,80.0,12.0,12.0,9136.0,100,133,1358,0,1,40,0.458,0.2593,0.75,0.0066,0.75,1.0,1.0,1.9031,0.9542,1.0792,0.25,-0.1078,0.215,0,0,0,0,0,1,1
1091,575,587,1279980.0,1279991.0,111.0,15.0,11.0,11861.0,84,124,1362,0,1,40,0.8443,0.1591,0.9167,0.0088,0.8,1.0,0.0,2.0453,1.0792,1.0414,-0.0833,-0.1652,0.2432,0,0,0,0,0,1,1
1092,803,814,135392.0,135403.0,98.0,14.0,11.0,10137.0,84,126,1358,0,1,200,0.8012,0.1901,1.0,0.0081,0.7857,1.0,0.5,1.9912,1.0414,1.0414,0.0,-0.1919,0.23,0,0,0,0,0,1,1
1093,1145,1157,2613103.0,2613123.0,168.0,15.0,20.0,19901.0,105,135,1362,0,1,40,0.301,0.3,0.6,0.0088,0.8,1.0,1.0,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,0,0,0,0,0,1,1
1094,371,385,2794886.0,2794911.0,172.0,24.0,25.0,19549.0,105,125,1362,0,1,40,0.5448,0.5086,0.56,0.0103,0.5833,1.0,1.0,2.2355,1.1461,1.3979,0.44,-0.112,0.5789,0,0,0,0,0,1,1
1100,1338,1346,7851.0,7865.0,60.0,13.0,14.0,5577.0,86,102,1366,0,1,185,0.0293,0.4643,0.5714,0.0059,0.6154,1.0,1.0,1.7781,0.9031,1.1461,0.4286,-0.2738,0.2195,0,0,0,0,0,1,1
1101,10,17,783146.0,783156.0,51.0,10.0,10.0,5141.0,93,116,1364,0,1,185,0.0147,0.2714,0.7,0.0051,0.7,1.0,1.0,1.7076,0.8451,1.0,0.3,-0.2125,0.1753,0,0,0,0,0,1,1
1102,1221,1232,87916.0,87927.0,90.0,17.0,11.0,9216.0,85,124,1362,0,1,175,0.1909,0.2562,1.0,0.0081,0.6471,1.0,0.5,1.9542,1.0414,1.0414,0.0,-0.2,0.23,0,0,0,0,0,1,1
1103,751,763,424082.0,424112.0,212.0,38.0,32.0,23916.0,90,125,1358,0,1,175,0.8763,0.4111,0.4,0.0088,0.3158,0.9375,1.0,2.3263,1.0792,1.4771,0.6,-0.1187,0.5951,0,0,0,0,0,1,1
1104,1289,1305,534066.0,534095.0,217.0,60.0,39.0,26032.0,108,133,1360,0,1,175,0.0809,0.5323,0.5517,0.0118,0.2667,0.7436,1.0,2.3365,1.2041,1.4624,0.4483,-0.0628,0.7462,0,0,0,0,0,1,1
1105,1015,1023,639490.0,639507.0,81.0,17.0,17.0,10095.0,113,143,1362,0,1,175,0.4978,0.4044,0.4706,0.0059,0.4706,1.0,1.0,1.9085,0.9031,1.2305,0.5294,-0.0263,0.2482,0,0,0,0,0,1,1
1106,693,705,697863.0,697905.0,239.0,30.0,43.0,27364.0,100,126,1360,0,1,175,0.9632,0.5258,0.2857,0.0088,0.4,0.9767,1.0,2.3784,1.0792,1.6233,0.7143,-0.1055,0.7933,0,0,0,0,0,1,1
1107,979,992,724192.0,724202.0,59.0,15.0,11.0,7330.0,112,141,1360,0,1,175,0.5412,0.5462,0.7692,0.0096,0.8667,0.9091,0.0,1.7708,1.1139,1.0,-0.2308,-0.0294,0.2408,0,0,0,0,0,1,1
1108,950,957,852041.0,852053.0,63.0,9.0,12.0,7758.0,115,141,1360,0,1,175,0.5926,0.25,0.5833,0.0052,0.7778,1.0,1.0,1.7993,0.8451,1.0792,0.4167,-0.038,0.1892,0,0,0,0,0,1,1
1109,1044,1054,950109.0,950148.0,215.0,28.0,39.0,25269.0,105,134,1360,0,1,175,0.45,0.4487,0.2564,0.0074,0.3571,1.0,1.0,2.3324,1.0,1.5911,0.7436,-0.0818,0.6422,0,0,0,0,0,1,1
1118,305,318,551913.0,551924.0,104.0,18.0,12.0,11469.0,97,126,1360,0,1,100,0.4485,0.2727,0.8461,0.0096,0.7222,0.9167,0.0,2.017,1.1139,1.0414,-0.1539,-0.1384,0.257,0,0,0,0,0,1,1
1119,309,320,574196.0,574216.0,156.0,17.0,20.0,15848.0,74,127,1362,0,1,100,0.4537,0.2909,0.55,0.0081,0.6471,1.0,1.0,2.1931,1.0414,1.301,0.45,-0.2063,0.3663,0,0,0,0,0,1,1
1120,187,203,594752.0,594771.0,136.0,50.0,27.0,17433.0,119,143,1364,0,1,100,0.2742,0.5526,0.8421,0.0117,0.32,0.7037,1.0,2.1335,1.2041,1.2787,0.1579,0.0014,0.5029,0,0,0,0,0,1,1
1122,1318,1329,2287245.0,2287276.0,224.0,25.0,31.0,22017.0,77,126,1364,0,1,100,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,2.3503,1.0414,1.4914,0.6452,-0.2321,0.5642,0,0,0,0,0,1,1
1123,1293,1304,3626796.0,3626816.0,163.0,18.0,20.0,16916.0,83,126,1362,0,1,50,0.0852,0.2591,0.55,0.0081,0.6111,1.0,1.0,2.2122,1.0414,1.301,0.45,-0.1892,0.3663,0,0,0,0,0,1,1
1124,794,806,2294295.0,2294312.0,172.0,14.0,18.0,19457.0,91,134,1360,0,1,40,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,0,0,0,0,0,1,1
1125,1215,1232,1545468.0,1545486.0,184.0,42.0,22.0,22708.0,115,135,1628,0,1,120,0.4865,0.3987,0.9444,0.0104,0.4048,0.8182,1.0,2.2648,1.2305,1.2553,0.0556,-0.0358,0.5063,0,0,0,0,0,1,1
1127,1283,1297,324225.0,324243.0,140.0,22.0,19.0,16020.0,105,126,1358,0,1,40,0.0898,0.4444,0.7778,0.0103,0.6364,0.9474,1.0,2.1461,1.1461,1.2553,0.2222,-0.106,0.417,0,0,0,0,0,1,1
1130,1192,1205,521912.0,521925.0,101.0,22.0,13.0,11601.0,108,125,1356,0,1,40,0.2227,0.4024,1.0,0.0096,0.5909,1.0,0.5,2.0043,1.1139,1.1139,0.0,-0.1027,0.2914,0,0,0,0,0,1,1
1131,498,509,261713.0,261732.0,144.0,17.0,19.0,15785.0,88,132,1356,0,1,40,0.7345,0.311,0.5789,0.0081,0.6471,1.0,1.0,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,0,0,0,0,0,1,1
1132,354,370,409908.0,409918.0,116.0,19.0,10.0,12174.0,82,126,1360,0,1,40,0.5206,0.275,0.625,0.0118,0.8421,1.0,0.0,2.0645,1.2041,1.0,-0.375,-0.1801,0.2792,0,0,0,0,0,1,1
1135,1214,1227,365205.0,365227.0,210.0,20.0,22.0,21547.0,70,127,1308,0,1,40,0.1239,0.2657,0.5909,0.0099,0.65,1.0,1.0,2.3222,1.1139,1.3424,0.4091,-0.1984,0.4729,0,0,0,0,0,1,1
1136,818,829,657566.0,657580.0,112.0,13.0,14.0,12587.0,86,133,1306,0,1,40,0.7305,0.2727,0.7857,0.0084,0.8461,1.0,1.0,2.0492,1.0414,1.1461,0.2143,-0.122,0.2712,0,0,0,0,0,1,1
1137,19,28,877413.0,877428.0,114.0,14.0,15.0,11442.0,81,125,1306,0,1,40,0.0291,0.1556,0.6,0.0069,0.6429,1.0,1.0,2.0569,0.9542,1.1761,0.4,-0.2159,0.2469,0,0,0,0,0,1,1
1139,262,274,849219.0,849235.0,139.0,15.0,16.0,14610.0,71,126,1690,1,0,120,0.3101,0.276,0.75,0.0071,0.8,1.0,1.0,2.143,1.0792,1.2041,0.25,-0.1788,0.3241,0,0,0,0,0,1,1
1140,112,127,33720.0,33737.0,178.0,16.0,17.0,17274.0,69,125,1692,1,0,80,0.1324,0.302,0.8824,0.0089,0.9375,1.0,1.0,2.2504,1.1761,1.2305,0.1177,-0.2418,0.4219,0,0,0,0,0,1,1
1141,118,133,125813.0,125827.0,128.0,17.0,15.0,14234.0,87,133,1692,1,0,80,0.1395,0.3905,0.9333,0.0089,0.8824,0.9333,0.0,2.1072,1.1761,1.1461,-0.0667,-0.1312,0.3509,0,0,0,0,0,1,1
1143,181,191,398801.0,398815.0,112.0,15.0,14.0,11998.0,87,126,1794,1,0,80,0.2018,0.2,0.7143,0.0056,0.6667,1.0,1.0,2.0492,1.0,1.1461,0.2857,-0.1631,0.2532,0,0,0,0,0,1,1
1144,1494,1506,547500.0,547511.0,102.0,15.0,11.0,9367.0,77,110,1696,1,0,80,0.2241,0.2273,0.9167,0.0071,0.8,1.0,0.0,2.0086,1.0792,1.0414,-0.0833,-0.2826,0.2432,0,0,0,0,0,1,1
1145,1539,1556,625496.0,625516.0,260.0,24.0,20.0,21865.0,52,110,1692,1,0,80,0.1608,0.2353,0.85,0.01,0.7083,1.0,1.0,2.415,1.2305,1.301,0.15,-0.343,0.5626,0,0,0,0,0,1,1
1146,1348,1360,662867.0,662880.0,106.0,16.0,14.0,10152.0,73,124,1696,1,0,80,0.3962,0.3205,0.9231,0.0071,0.75,0.9286,1.0,2.0253,1.0792,1.1139,0.0769,-0.2518,0.2739,0,0,0,0,0,1,1
1147,763,780,677184.0,677200.0,178.0,20.0,16.0,17592.0,50,126,1694,1,0,80,0.9008,0.3456,0.9412,0.01,0.85,1.0,0.0,2.2504,1.2305,1.2041,-0.0588,-0.2279,0.4498,0,0,0,0,0,1,1
1149,1641,1664,769086.0,769100.0,186.0,35.0,18.0,19132.0,87,125,1694,1,0,80,0.0354,0.4224,0.6087,0.0136,0.6571,0.7778,0.0,2.2695,1.3617,1.1461,-0.3913,-0.1964,0.5329,0,0,0,0,0,1,1
1150,1372,1388,784148.0,784164.0,131.0,22.0,17.0,16983.0,118,142,1694,1,0,80,0.3613,0.4883,1.0,0.0094,0.7273,0.9412,0.5,2.1173,1.2041,1.2041,0.0,0.0128,0.4235,0,0,0,0,0,1,1
1161,293,314,1044255.0,1044283.0,210.0,41.0,29.0,27761.0,119,148,1694,1,0,80,0.3459,0.6429,0.75,0.0124,0.5122,0.9655,1.0,2.3222,1.3222,1.4472,0.25,0.0328,0.8705,0,0,0,0,0,1,1
1162,387,403,1349016.0,1349036.0,231.0,25.0,20.0,23488.0,65,126,1694,1,0,80,0.4569,0.2781,0.8,0.0094,0.64,1.0,1.0,2.3636,1.2041,1.301,0.2,-0.2056,0.5296,0,0,0,0,0,1,1
1163,1203,1218,75224.0,75234.0,109.0,18.0,11.0,11425.0,71,133,1684,1,0,70,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.0,2.0374,1.1761,1.0,-0.3333,-0.1811,0.266,0,0,0,0,0,1,1
1164,630,649,96205.0,96225.0,254.0,26.0,20.0,28955.0,89,135,1684,1,0,70,0.7482,0.3316,0.95,0.0113,0.7308,1.0,1.0,2.4048,1.2787,1.301,0.05,-0.1094,0.6268,0,0,0,0,0,1,1
1165,888,900,172100.0,172111.0,105.0,15.0,11.0,10269.0,59,126,1686,1,0,70,0.9324,0.2045,0.9167,0.0071,0.8,1.0,0.0,2.0212,1.0792,1.0414,-0.0833,-0.2359,0.2432,0,0,0,0,0,1,1
1166,1111,1126,238390.0,238406.0,166.0,17.0,16.0,16566.0,61,134,1686,1,0,70,0.6643,0.3083,0.9375,0.0089,0.8824,1.0,1.0,2.2201,1.1761,1.2041,0.0625,-0.2203,0.3977,0,0,0,0,0,1,1
1167,1272,1286,290640.0,290652.0,125.0,15.0,12.0,12560.0,61,125,1688,1,0,70,0.4763,0.256,0.8571,0.0083,0.9333,1.0,0.0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,0,0,0,0,0,1,1
1169,671,682,334988.0,335000.0,101.0,12.0,12.0,11471.0,81,140,1690,1,0,70,0.7941,0.2349,0.9167,0.0065,0.9167,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.1127,0.2432,0,0,0,0,0,1,1
1170,1073,1088,433186.0,433198.0,143.0,15.0,12.0,14669.0,61,127,1686,1,0,70,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,0,0,0,0,0,1,1
1171,1121,1135,507537.0,507548.0,114.0,17.0,11.0,11979.0,67,132,1688,1,0,70,0.6552,0.2597,0.7857,0.0083,0.8235,1.0,0.0,2.0569,1.1461,1.0414,-0.2143,-0.1791,0.2712,0,0,0,0,0,1,1
1172,567,580,532545.0,532556.0,110.0,16.0,11.0,11890.0,75,140,1690,1,0,70,0.671,0.2308,0.8461,0.0077,0.8125,1.0,0.0,2.0414,1.1139,1.0414,-0.1539,-0.1555,0.257,0,0,0,0,0,1,1
1173,1210,1222,563227.0,563239.0,114.0,14.0,12.0,12063.0,79,127,1688,1,0,70,0.5521,0.2083,1.0,0.0071,0.8571,1.0,0.5,2.0569,1.0792,1.0792,0.0,-0.1733,0.2583,0,0,0,0,0,1,1
1174,1031,1045,621518.0,621530.0,115.0,15.0,12.0,11562.0,68,127,1688,1,0,70,0.7618,0.3155,0.8571,0.0083,0.9333,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,0,0,0,0,0,1,1
